Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Đen,Vừa,Đen,Nâu Sậm,Thấp,Xoăn,Vừa,Thưa,Uc
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Au
Đen,To,Vàng,Nâu Sậm,Cao,Xoăn,Vừa,Thưa,Phi
Đen,Vừa,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,A
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Vàng,Nâu Sậm,Cao,Thẳng,Mỏng,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Uc
Đen,Nhỏ,Đỏ,Nâu Vừa,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,Vừa,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Uc
Đen,Vừa,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đỏ,Nâu Vừa,Cao,Lượn sóng,Dày,Thưa,Phi
Lam,To,Vàng,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Au
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Phi
Lam,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,Au
Xám,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,Au
Lam,Nhỏ,Đen,Trắng Vàng,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Thưa,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Rậm,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Thưa,Uc
Xám,To,Đen,Nâu Sậm,Cao,Thẳng,Dày,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Vừa,Rậm,Au
Vàng,Nhỏ,Đen,Trắng Sáng,Cao,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Lượn sóng,Mỏng,Rậm,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Rậm,Phi
Đen,Nhỏ,Vàng,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,Phi
Đen,Vừa,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Phi
Đen,Vừa,Đen,Trắng Vàng,Cao,Thẳng,Dày,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Rậm,Au
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Thẳng,Mỏng,Thưa,Uc
Xám,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Vừa,Rậm,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Au
Đen,Nhỏ,Lam,Nâu Sậm,Thấp,Thẳng,Vừa,Thưa,Uc
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Vừa,Rậm,Uc
Vàng,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Vừa,Rậm,Phi
Vàng,To,Vàng,Trắng Sáng,Thấp,Thẳng,Dày,Thưa,Au
Lam,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Phi
Lam,Nhỏ,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Phi
Đen,Nhỏ,Vàng,Nâu Vừa,Cao,Xoăn,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Thẳng,Dày,Rậm,Uc
Xám,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Mỏng,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Thưa,Uc
Đen,To,Vàng,Nâu Vừa,Thấp,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Xám,To,Đen,Nâu Sậm,Thấp,Lượn sóng,Dày,Thưa,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Lượn sóng,Dày,Thưa,Uc
Đen,Nhỏ,Đen,Trắng Vàng,Cao,Lượn sóng,Mỏng,Rậm,A
Đen,Nhỏ,Đỏ,Nâu Vừa,Cao,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Phi
Vàng,Vừa,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Thưa,Uc
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,Trắng Vàng,Cao,Thẳng,Vừa,Thưa,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Vừa,Thưa,A
Đen,To,Đen,Nâu Sậm,Cao,Thẳng,Mỏng,Thưa,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Dày,Thưa,Au
Đen,Vừa,Vàng,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,Nhỏ,Vàng,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Uc
Đen,Vừa,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Rậm,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Uc
Đen,Vừa,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Uc
Xám,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Thưa,Phi
Xám,To,Đen,Nâu Sậm,Thấp,Thẳng,Vừa,Thưa,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Rậm,Phi
Xám,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Rậm,Phi
Đen,Nhỏ,Vàng,Nâu Sậm,Cao,Xoăn,Vừa,Rậm,Phi
Đen,To,Lam,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Au
Đen,Vừa,Đen,Trắng Vàng,Cao,Lượn sóng,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,Au
Xám,Vừa,Đen,Nâu Vừa,Cao,Thẳng,Dày,Rậm,Au
Đen,Nhỏ,Đen,Trắng Vàng,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,Vừa,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,Au
Lam,Vừa,Đen,Nâu Vừa,Cao,Lượn sóng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Thưa,Uc
Đen,To,Vàng,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đỏ,Nâu Vừa,Cao,Lượn sóng,Dày,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Rậm,Au
Xám,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Rậm,Au
Đen,To,Vàng,Trắng Sáng,Thấp,Thẳng,Mỏng,Rậm,Au
Vàng,Nhỏ,Đỏ,Nâu Vừa,Cao,Lượn sóng,Vừa,Thưa,Uc
Xám,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Au
Đen,To,Đen,Nâu Sậm,Cao,Lượn sóng,Mỏng,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,Uc
Xám,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Thưa,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Mỏng,Rậm,Uc
Đen,Nhỏ,Vàng,Nâu Vừa,Cao,Xoăn,Dày,Thưa,Uc
Đen,To,Vàng,Nâu Sậm,Thấp,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Vừa,Thưa,Phi
Vàng,To,Đen,Nâu Sậm,Cao,Thẳng,Mỏng,Thưa,Phi
Lam,Vừa,Vàng,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Thưa,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Thưa,A
Đen,Vừa,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,A
Đen,Nhỏ,Đen,Trắng Vàng,Cao,Thẳng,Dày,Thưa,Au
Đen,To,Đen,Nâu Sậm,Cao,Thẳng,Dày,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,A
Đỏ,Nhỏ,Đen,Trắng Vàng,Cao,Lượn sóng,Mỏng,Thưa,Au
Đen,To,Vàng,Nâu Vừa,Thấp,Xoăn,Dày,Thưa,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Thẳng,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,Uc
Lam,Vừa,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Thưa,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Đỏ,Nâu Vừa,Cao,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Rậm,Au
Vàng,To,Vàng,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Rậm,A
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,Vừa,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Thưa,A
Lam,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Dày,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Rậm,Au
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Vừa,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Au
Đen,To,Đen,Trắng Vàng,Thấp,Lượn sóng,Vừa,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Thưa,A
Đen,To,Vàng,Trắng Sáng,Thấp,Thẳng,Vừa,Rậm,Au
Xám,Nhỏ,Đỏ,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Rậm,A
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Dày,Thưa,Au
Lam,To,Đỏ,Trắng Vàng,Cao,Xoăn,Dày,Thưa,Au
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Trắng Sáng,Cao,Thẳng,Vừa,Thưa,Au
Đen,Vừa,Đen,Nâu Sậm,Cao,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,Trắng Vàng,Thấp,Xoăn,Dày,Rậm,Au
Đen,Vừa,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Dày,Rậm,A
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Vừa,Rậm,Au
Đen,Vừa,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Rậm,A
Đen,To,Đen,Nâu Sậm,Cao,Xoăn,Vừa,Rậm,Uc
Đen,Vừa,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Vừa,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Nâu Sậm,Cao,Xoăn,Dày,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Vừa,Rậm,A
Đen,To,Đen,Trắng Vàng,Cao,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,Nâu Sậm,Thấp,Thẳng,Vừa,Rậm,Uc
Đen,To,Vàng,Nâu Sậm,Thấp,Lượn sóng,Vừa,Rậm,Uc
Đen,To,Đen,Nâu Sậm,Cao,Xoăn,Mỏng,Thưa,Phi
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Mỏng,Thưa,A
Đen,Nhỏ,Đỏ,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,Vừa,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Rậm,Uc
Xám,To,Đen,Nâu Sậm,Cao,Thẳng,Dày,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,Trắng Vàng,Cao,Thẳng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Thưa,A
Xám,To,Đỏ,Trắng Sáng,Thấp,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Uc
Lam,To,Đen,Trắng Sáng,Thấp,Lượn sóng,Dày,Rậm,Au
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,Uc
Đen,Vừa,Vàng,Trắng Vàng,Thấp,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Dày,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Thưa,A
Đen,To,Đen,Nâu Vừa,Cao,Thẳng,Mỏng,Rậm,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Rậm,Uc
Lam,Nhỏ,Vàng,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Vàng,To,Đen,Trắng Vàng,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Dày,Rậm,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,A
Đen,Vừa,Đen,Trắng Vàng,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Dày,Thưa,Phi
Đen,To,Đỏ,Trắng Sáng,Cao,Lượn sóng,Mỏng,Thưa,Au
Đen,To,Vàng,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Lượn sóng,Vừa,Thưa,Au
Xám,To,Đen,Nâu Vừa,Thấp,Thẳng,Dày,Rậm,A
Xám,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Cao,Thẳng,Dày,Thưa,A
Đen,Nhỏ,Vàng,Nâu Vừa,Cao,Thẳng,Vừa,Rậm,Uc
Đen,Vừa,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Vừa,Vàng,Nâu Sậm,Cao,Thẳng,Mỏng,Rậm,Uc
Xám,Nhỏ,Đen,Nâu Sậm,Cao,Thẳng,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Thẳng,Mỏng,Thưa,Uc
Đen,To,Vàng,Nâu Vừa,Thấp,Lượn sóng,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Sậm,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,Vừa,Vàng,Nâu Sậm,Cao,Xoăn,Mỏng,Rậm,Uc
Đen,To,Đen,Nâu Vừa,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đen,Nâu Sậm,Thấp,Xoăn,Dày,Thưa,Phi
Đen,To,Vàng,Nâu Vừa,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Trắng Vàng,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,Nâu Sậm,Cao,Lượn sóng,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Vàng,Nâu Vừa,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,Nâu Vừa,Cao,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,Nâu Sậm,Cao,Xoăn,Dày,Thưa,Phi
Xám,Nhỏ,Đen,Nâu Vừa,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,Nâu Vừa,Cao,Lượn sóng,Mỏng,Rậm,Uc
