Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Đen,To,Đen,21,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Vàng,13,Cao,Lượn sóng,Dày,Thưa,Au
Đen,To,Vàng,1,Thấp,Thẳng,Mỏng,Rậm,Au
Lam,Nhỏ,Đen,15,Cao,Xoăn,Vừa,Thưa,Au
Lam,To,Đen,8,Cao,Thẳng,Vừa,Thưa,Au
Vàng,Nhỏ,Đen,9,Cao,Thẳng,Dày,Rậm,Au
Đen,To,Đen,21,Thấp,Lượn sóng,Vừa,Thưa,A
Đen,To,Đen,9,Thấp,Thẳng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,13,Cao,Thẳng,Dày,Thưa,A
Đen,Nhỏ,Đen,7,Cao,Xoăn,Vừa,Thưa,Au
Đen,Nhỏ,Đen,17,Cao,Thẳng,Mỏng,Rậm,A
Lam,Nhỏ,Đen,20,Cao,Lượn sóng,Vừa,Rậm,Au
Xám,Nhỏ,Đen,5,Thấp,Lượn sóng,Dày,Thưa,Au
Đen,To,Đen,16,Thấp,Lượn sóng,Dày,Thưa,A
Lam,To,Đen,31,Cao,Lượn sóng,Dày,Rậm,Au
Đen,Nhỏ,Đen,25,Cao,Lượn sóng,Vừa,Rậm,A
Đen,To,Đen,11,Thấp,Xoăn,Mỏng,Rậm,A
Đen,To,Đen,24,Thấp,Xoăn,Dày,Rậm,A
Đen,To,Đen,34,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,30,Thấp,Xoăn,Vừa,Thưa,Phi
Lam,Nhỏ,Vàng,15,Thấp,Lượn sóng,Vừa,Rậm,Au
Đen,To,Đen,23,Thấp,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Đen,3,Cao,Lượn sóng,Mỏng,Rậm,Au
Đen,To,Đen,19,Cao,Xoăn,Vừa,Rậm,A
Đen,To,Đen,14,Thấp,Lượn sóng,Vừa,Thưa,A
Đen,To,Đen,23,Cao,Thẳng,Mỏng,Rậm,A
Đen,To,Vàng,27,Cao,Thẳng,Mỏng,Thưa,Au
Đen,Nhỏ,Đen,19,Thấp,Lượn sóng,Vừa,Rậm,A
Lam,Nhỏ,Đen,13,Cao,Lượn sóng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,20,Thấp,Thẳng,Mỏng,Thưa,A
Đen,Nhỏ,Đen,4,Thấp,Lượn sóng,Mỏng,Thưa,Au
Xám,To,Vàng,30,Thấp,Thẳng,Vừa,Rậm,Au
Lam,Nhỏ,Đen,11,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,24,Cao,Lượn sóng,Mỏng,Rậm,A
Đen,To,Đen,17,Cao,Thẳng,Dày,Rậm,A
Đen,To,Đỏ,11,Cao,Thẳng,Vừa,Thưa,Au
Đen,Nhỏ,Vàng,23,Thấp,Thẳng,Vừa,Rậm,Au
Xám,To,Đen,23,Cao,Thẳng,Dày,Thưa,Au
Đen,To,Vàng,14,Cao,Thẳng,Mỏng,Thưa,Au
Đen,Nhỏ,Đen,18,Cao,Lượn sóng,Vừa,Rậm,A
Lam,To,Đen,10,Thấp,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Vàng,28,Cao,Thẳng,Mỏng,Thưa,Au
Xám,Nhỏ,Vàng,3,Cao,Xoăn,Dày,Rậm,Au
Đen,To,Đen,32,Thấp,Xoăn,Vừa,Thưa,Phi
Đen,Nhỏ,Vàng,18,Cao,Lượn sóng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,32,Thấp,Xoăn,Vừa,Thưa,Phi
Lam,To,Đen,4,Thấp,Thẳng,Dày,Thưa,Au
Đen,To,Đỏ,14,Thấp,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,26,Cao,Lượn sóng,Dày,Rậm,Uc
Đen,Nhỏ,Đỏ,10,Thấp,Lượn sóng,Dày,Rậm,Au
Đen,Nhỏ,Đen,20,Thấp,Xoăn,Dày,Thưa,A
