Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Nâu,To,Đỏ,16,Cao,Xoăn,Dày,Thưa,5
Nâu,Vừa,Đen,20,Thấp,Thẳng,Mỏng,Thưa,5
Đen,Nhỏ,Đen,25,Lỗ mũi to,Lượn sóng,Dày,Thưa,2
Nâu,Vừa,Đen,29,Thấp,Xoăn,Vừa,Rậm,1
Nâu,Nhỏ,Nâu,21,Gãy,Thẳng,Dày,Thưa,5
Đen,Nhỏ,Đen,21,Thấp,Thẳng,Vừa,Thưa,5
Nâu,To,Đen,19,Lỗ mũi to,Lượn sóng,Vừa,Rậm,5
Nâu,To,Đen,24,Cao,Lượn sóng,Mỏng,Thưa,1
Đen,To,Đen,20,Thấp,Xoăn,Mỏng,Rậm,4
Lam,Nhỏ,Nâu,17,Lỗ mũi to,Xoăn,Vừa,Rậm,5
Nâu,To,Đen,20,Thấp,Xoăn,Vừa,Rậm,5
Đen,Nhỏ,Đen,20,Cao,Thẳng,Vừa,Thưa,4
Xám,Vừa,Đen,17,Gãy,Xoăn,Vừa,Thưa,5
Đen,To,Đen,14,Thấp,Thẳng,Mỏng,Rậm,4
Đen,Vừa,Đen,20,Cao,Thẳng,Vừa,Rậm,4
Nâu,Nhỏ,Đen,23,Thấp,Xoăn,Dày,Thưa,5
Đen,To,Nâu,25,Thấp,Xoăn,Vừa,Rậm,1
Lam,Vừa,Nâu,16,Thấp,Xoăn,Vừa,Rậm,5
Nâu,To,Đỏ,31,Lỗ mũi to,Xoăn,Dày,Thưa,1
Nâu,To,Nâu,26,Thấp,Lượn sóng,Vừa,Thưa,3
Lam,To,Nâu,22,Cao,Xoăn,Vừa,Rậm,4
Đen,To,Vàng,28,Cao,Xoăn,Dày,Thưa,2
Đen,Nhỏ,Nâu,19,Thấp,Thẳng,Mỏng,Thưa,4
Đen,To,Nâu,17,Lỗ mũi to,Lượn sóng,Vừa,Rậm,7
Đen,Nhỏ,Đen,24,Gãy,Thẳng,Vừa,Thưa,2
Nâu,To,Lam,31,Lỗ mũi to,Xoăn,Dày,Thưa,2
Nâu,Nhỏ,Đen,21,Lỗ mũi to,Xoăn,Vừa,Rậm,5
Nâu,Nhỏ,Đen,25,Lỗ mũi to,Xoăn,Vừa,Rậm,3
Đen,Nhỏ,Đen,28,Thấp,Thẳng,Vừa,Rậm,3
Lam,Vừa,Nâu,32,Gãy,Xoăn,Mỏng,Rậm,2
Nâu,Nhỏ,Nâu,14,Thấp,Xoăn,Vừa,Thưa,5
Đen,Nhỏ,Đen,31,Thấp,Lượn sóng,Mỏng,Thưa,2
Đen,Nhỏ,Nâu,17,Cao,Lượn sóng,Mỏng,Rậm,6
Đen,Nhỏ,Nâu,23,Thấp,Thẳng,Vừa,Thưa,5
Nâu,Nhỏ,Đen,12,Thấp,Lượn sóng,Dày,Rậm,4
Đen,Nhỏ,Vàng,23,Cao,Lượn sóng,Mỏng,Thưa,7
Đen,To,Nâu,28,Thấp,Lượn sóng,Mỏng,Rậm,1
Nâu,To,Nâu,21,Gãy,Lượn sóng,Dày,Thưa,4
Đen,To,Nâu,24,Lỗ mũi to,Lượn sóng,Vừa,Thưa,1
Đen,To,Vàng,22,Thấp,Thẳng,Mỏng,Rậm,5
Nâu,Nhỏ,Đen,27,Thấp,Lượn sóng,Mỏng,Rậm,3
Nâu,To,Đen,27,Cao,Thẳng,Vừa,Thưa,3
Đen,Nhỏ,Nâu,16,Gãy,Thẳng,Vừa,Thưa,4
Nâu,Nhỏ,Nâu,24,Cao,Lượn sóng,Dày,Thưa,3
Nâu,Nhỏ,Nâu,27,Lỗ mũi to,Xoăn,Dày,Thưa,1
Đen,To,Vàng,32,Thấp,Xoăn,Vừa,Rậm,1
Nâu,Vừa,Đen,30,Cao,Xoăn,Vừa,Rậm,3
Đen,Nhỏ,Đen,24,Thấp,Xoăn,Mỏng,Rậm,3
Đen,To,Nâu,26,Thấp,Xoăn,Vừa,Thưa,3
Vàng,To,Đen,14,Thấp,Thẳng,Mỏng,Thưa,5
Nâu,To,Đen,19,Lỗ mũi to,Lượn sóng,Dày,Thưa,5
Nâu,To,Vàng,23,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,4
Nâu,To,Nâu,26,Thấp,Thẳng,Dày,Rậm,3
Nâu,To,Đen,12,Lỗ mũi to,Xoăn,Dày,Thưa,5
Vàng,Nhỏ,Nâu,17,Cao,Lượn sóng,Vừa,Thưa,5
Nâu,Nhỏ,Đen,26,Cao,Xoăn,Mỏng,Thưa,2
Đen,Nhỏ,Nâu,24,Cao,Lượn sóng,Vừa,Thưa,3
Xám,Vừa,Nâu,29,Cao,Thẳng,Mỏng,Thưa,3
Nâu,To,Đen,26,Thấp,Xoăn,Mỏng,Thưa,2
Nâu,Nhỏ,Vàng,31,Thấp,Thẳng,Dày,Thưa,1
Đen,To,Đen,20,Thấp,Thẳng,Dày,Rậm,5
Nâu,To,Đen,28,Cao,Lượn sóng,Mỏng,Rậm,3
Đen,Nhỏ,Đen,21,Gãy,Xoăn,Dày,Rậm,5
Nâu,Nhỏ,Nâu,19,Cao,Lượn sóng,Vừa,Rậm,5
Lam,Nhỏ,Đen,10,Thấp,Thẳng,Mỏng,Rậm,5
Đen,To,Đỏ,14,Thấp,Thẳng,Vừa,Thưa,5
Nâu,To,Đen,24,Lỗ mũi to,Thẳng,Mỏng,Thưa,1
Nâu,To,Nâu,23,Thấp,Thẳng,Mỏng,Rậm,5
Đen,To,Nâu,17,Thấp,Thẳng,Mỏng,Thưa,5
Lam,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Thưa,5
Nâu,Vừa,Nâu,25,Lỗ mũi to,Thẳng,Mỏng,Thưa,1
Nâu,To,Nâu,13,Thấp,Xoăn,Vừa,Thưa,4
Đen,Nhỏ,Nâu,24,Thấp,Thẳng,Dày,Thưa,3
Đen,Vừa,Đen,33,Cao,Thẳng,Mỏng,Rậm,2
Nâu,To,Nâu,28,Lỗ mũi to,Xoăn,Mỏng,Rậm,2
Nâu,To,Nâu,22,Gãy,Xoăn,Mỏng,Thưa,5
Nâu,Vừa,Nâu,27,Lỗ mũi to,Xoăn,Vừa,Thưa,2
Xám,To,Đen,17,Cao,Lượn sóng,Mỏng,Thưa,5
Lam,Vừa,Vàng,21,Thấp,Thẳng,Vừa,Rậm,5
Nâu,Nhỏ,Nâu,27,Thấp,Xoăn,Vừa,Thưa,3
Đen,To,Nâu,15,Cao,Xoăn,Mỏng,Rậm,4
Nâu,To,Vàng,28,Cao,Xoăn,Vừa,Thưa,1
Đen,Vừa,Nâu,16,Thấp,Lượn sóng,Dày,Rậm,6
Đen,Nhỏ,Đen,11,Thấp,Xoăn,Mỏng,Rậm,4
Đen,To,Vàng,31,Gãy,Thẳng,Mỏng,Thưa,1
Vàng,Vừa,Nâu,17,Lỗ mũi to,Xoăn,Vừa,Rậm,5
Nâu,To,Nâu,23,Cao,Thẳng,Vừa,Thưa,5
Đen,Nhỏ,Đen,28,Thấp,Thẳng,Vừa,Rậm,3
Nâu,Nhỏ,Nâu,32,Thấp,Thẳng,Dày,Rậm,2
Đen,Nhỏ,Nâu,25,Gãy,Xoăn,Vừa,Thưa,1
Nâu,To,Đen,28,Lỗ mũi to,Xoăn,Vừa,Rậm,3
Đen,Nhỏ,Nâu,26,Thấp,Xoăn,Dày,Thưa,2
Đen,Nhỏ,Đỏ,20,Gãy,Lượn sóng,Mỏng,Thưa,6
Vàng,Nhỏ,Nâu,22,Lỗ mũi to,Xoăn,Vừa,Rậm,5
Nâu,Vừa,Nâu,27,Thấp,Lượn sóng,Mỏng,Rậm,2
Đen,Vừa,Nâu,16,Thấp,Thẳng,Vừa,Thưa,5
Lam,Nhỏ,Đen,23,Lỗ mũi to,Xoăn,Vừa,Rậm,5
Nâu,To,Nâu,26,Thấp,Xoăn,Vừa,Rậm,3
Đen,To,Nâu,23,Lỗ mũi to,Lượn sóng,Dày,Thưa,7
Đen,Vừa,Đen,17,Lỗ mũi to,Thẳng,Mỏng,Thưa,4
Nâu,Vừa,Vàng,13,Lỗ mũi to,Thẳng,Vừa,Thưa,5
Đen,To,Đỏ,25,Cao,Lượn sóng,Dày,Thưa,1
Xám,Nhỏ,Nâu,28,Thấp,Lượn sóng,Vừa,Rậm,3
Lam,To,Vàng,15,Lỗ mũi to,Thẳng,Mỏng,Rậm,4
Lam,Nhỏ,Đen,27,Thấp,Xoăn,Dày,Rậm,2
Đen,To,Nâu,20,Lỗ mũi to,Xoăn,Mỏng,Thưa,4
Nâu,To,Nâu,25,Cao,Lượn sóng,Vừa,Thưa,3
Nâu,To,Đen,23,Lỗ mũi to,Xoăn,Mỏng,Rậm,5
Nâu,To,Nâu,26,Lỗ mũi to,Thẳng,Mỏng,Rậm,2
Nâu,To,Nâu,29,Thấp,Xoăn,Mỏng,Thưa,1
Lam,To,Nâu,29,Lỗ mũi to,Lượn sóng,Mỏng,Rậm,2
Nâu,Vừa,Nâu,19,Thấp,Thẳng,Dày,Rậm,5
Lam,Nhỏ,Đen,21,Lỗ mũi to,Lượn sóng,Vừa,Thưa,5
Nâu,Vừa,Đỏ,28,Cao,Thẳng,Mỏng,Thưa,3
Đen,Nhỏ,Nâu,30,Cao,Xoăn,Mỏng,Rậm,3
Nâu,To,Nâu,21,Lỗ mũi to,Xoăn,Mỏng,Rậm,4
Đen,To,Nâu,16,Gãy,Thẳng,Vừa,Thưa,5
Đen,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Thưa,4
Nâu,Nhỏ,Đen,15,Cao,Thẳng,Vừa,Thưa,5
Đen,Vừa,Nâu,30,Gãy,Xoăn,Vừa,Rậm,3
Xám,To,Đen,18,Thấp,Lượn sóng,Vừa,Thưa,4
Lam,Nhỏ,Đen,13,Thấp,Lượn sóng,Mỏng,Rậm,4
Đen,To,Nâu,17,Thấp,Thẳng,Vừa,Thưa,4
Đen,Nhỏ,Đỏ,14,Thấp,Thẳng,Vừa,Rậm,5
Đen,Nhỏ,Đen,21,Thấp,Xoăn,Vừa,Rậm,5
Đen,To,Đen,16,Lỗ mũi to,Thẳng,Dày,Rậm,5
Đen,To,Đen,22,Gãy,Thẳng,Vừa,Thưa,4
Đen,To,Đen,25,Thấp,Thẳng,Mỏng,Rậm,1
Nâu,Nhỏ,Đen,30,Lỗ mũi to,Xoăn,Vừa,Thưa,3
Đen,Nhỏ,Lam,20,Thấp,Xoăn,Mỏng,Thưa,5
Nâu,Nhỏ,Đen,17,Gãy,Xoăn,Dày,Rậm,5
Nâu,Vừa,Nâu,22,Thấp,Lượn sóng,Dày,Thưa,5
Lam,Nhỏ,Đen,17,Thấp,Xoăn,Vừa,Thưa,5
Đen,To,Vàng,20,Cao,Thẳng,Mỏng,Rậm,5
Nâu,To,Nâu,17,Thấp,Thẳng,Vừa,Rậm,5
Đen,Nhỏ,Nâu,27,Cao,Xoăn,Dày,Rậm,2
Nâu,To,Đen,34,Lỗ mũi to,Thẳng,Mỏng,Thưa,2
Nâu,Nhỏ,Đen,21,Gãy,Thẳng,Dày,Thưa,5
Xám,To,Nâu,39,Gãy,Thẳng,Dày,Thưa,1
Nâu,To,Nâu,37,Lỗ mũi to,Thẳng,Vừa,Thưa,3
Xám,To,Đen,24,Cao,Thẳng,Mỏng,Rậm,3
Nâu,To,Nâu,15,Gãy,Lượn sóng,Vừa,Rậm,4
Nâu,Nhỏ,Đen,29,Thấp,Thẳng,Mỏng,Rậm,3
Nâu,Nhỏ,Nâu,19,Thấp,Thẳng,Mỏng,Rậm,5
Vàng,Nhỏ,Đen,9,Cao,Thẳng,Vừa,Rậm,4
Nâu,To,Đen,20,Lỗ mũi to,Xoăn,Mỏng,Thưa,5
Đen,Nhỏ,Vàng,23,Lỗ mũi to,Thẳng,Vừa,Rậm,5
Đen,Vừa,Đen,14,Thấp,Lượn sóng,Vừa,Thưa,7
Đen,To,Vàng,13,Thấp,Xoăn,Vừa,Rậm,5
Đen,To,Nâu,10,Thấp,Thẳng,Mỏng,Rậm,5
Đen,Nhỏ,Nâu,31,Thấp,Lượn sóng,Mỏng,Rậm,1
Nâu,To,Nâu,6,Gãy,Thẳng,Vừa,Thưa,5
Đen,To,Nâu,25,Thấp,Lượn sóng,Dày,Rậm,1
Nâu,Nhỏ,Đen,19,Thấp,Xoăn,Dày,Thưa,5
Đen,To,Vàng,15,Cao,Xoăn,Dày,Thưa,5
Đen,Nhỏ,Vàng,24,Thấp,Lượn sóng,Dày,Thưa,1
Lam,To,Nâu,23,Gãy,Xoăn,Dày,Thưa,5
Nâu,Nhỏ,Nâu,23,Thấp,Lượn sóng,Mỏng,Thưa,5
Xám,To,Lam,20,Cao,Lượn sóng,Dày,Thưa,5
Nâu,Vừa,Đen,28,Lỗ mũi to,Xoăn,Dày,Rậm,1
Đen,Nhỏ,Nâu,27,Lỗ mũi to,Xoăn,Dày,Thưa,3
Đen,Vừa,Nâu,14,Gãy,Thẳng,Dày,Thưa,4
Nâu,To,Đen,17,Cao,Lượn sóng,Dày,Thưa,4
Đen,To,Nâu,18,Cao,Xoăn,Vừa,Rậm,4
Đen,Nhỏ,Nâu,31,Gãy,Lượn sóng,Dày,Thưa,3
Nâu,Nhỏ,Nâu,40,Cao,Thẳng,Mỏng,Thưa,2
Đen,To,Nâu,22,Lỗ mũi to,Xoăn,Vừa,Thưa,5
Nâu,To,Nâu,20,Thấp,Lượn sóng,Dày,Thưa,5
Đen,Nhỏ,Đen,19,Lỗ mũi to,Lượn sóng,Vừa,Thưa,7
Xám,To,Vàng,17,Gãy,Xoăn,Vừa,Thưa,5
Đen,Nhỏ,Đen,19,Cao,Thẳng,Mỏng,Thưa,5
Xám,Nhỏ,Nâu,28,Thấp,Xoăn,Vừa,Rậm,1
Đen,To,Đen,22,Cao,Lượn sóng,Mỏng,Rậm,7
Đen,Nhỏ,Vàng,25,Thấp,Xoăn,Dày,Rậm,3
Nâu,To,Nâu,15,Thấp,Xoăn,Dày,Thưa,4
Nâu,Nhỏ,Vàng,19,Lỗ mũi to,Xoăn,Dày,Rậm,5
Nâu,Nhỏ,Nâu,18,Cao,Xoăn,Vừa,Rậm,5
Đen,Nhỏ,Lam,27,Thấp,Thẳng,Vừa,Thưa,2
Đen,Nhỏ,Đen,23,Lỗ mũi to,Thẳng,Mỏng,Thưa,5
Lam,Nhỏ,Nâu,31,Thấp,Xoăn,Vừa,Rậm,2
Nâu,To,Nâu,17,Cao,Xoăn,Vừa,Thưa,5
Nâu,Nhỏ,Nâu,14,Thấp,Thẳng,Vừa,Thưa,5
Vàng,Nhỏ,Nâu,29,Thấp,Xoăn,Vừa,Rậm,1
Vàng,To,Vàng,6,Thấp,Thẳng,Dày,Thưa,4
Lam,Nhỏ,Nâu,25,Cao,Xoăn,Dày,Rậm,1
Lam,Nhỏ,Đen,29,Thấp,Xoăn,Dày,Rậm,1
Lam,Nhỏ,Nâu,14,Lỗ mũi to,Thẳng,Dày,Rậm,5
Nâu,Nhỏ,Vàng,26,Gãy,Xoăn,Vừa,Rậm,2
Nâu,Nhỏ,Đen,12,Cao,Thẳng,Dày,Thưa,5
Đen,Nhỏ,Đen,23,Lỗ mũi to,Xoăn,Mỏng,Rậm,5
Lam,Vừa,Đen,13,Cao,Lượn sóng,Vừa,Rậm,5
Nâu,Nhỏ,Đen,14,Lỗ mũi to,Xoăn,Dày,Rậm,4
Nâu,Nhỏ,Nâu,21,Gãy,Thẳng,Vừa,Rậm,5
Nâu,To,Đen,20,Lỗ mũi to,Xoăn,Vừa,Thưa,5
Đen,Nhỏ,Đen,27,Gãy,Thẳng,Dày,Rậm,2
Lam,Vừa,Nâu,24,Cao,Lượn sóng,Dày,Thưa,3
Xám,Nhỏ,Đen,28,Lỗ mũi to,Thẳng,Dày,Thưa,1
Đen,Nhỏ,Đen,24,Gãy,Thẳng,Vừa,Rậm,1
Đen,Nhỏ,Nâu,16,Gãy,Xoăn,Vừa,Thưa,5
Nâu,Nhỏ,Nâu,28,Gãy,Xoăn,Mỏng,Thưa,1
Nâu,Nhỏ,Nâu,22,Cao,Thẳng,Vừa,Rậm,5
Nâu,To,Nâu,24,Cao,Lượn sóng,Dày,Thưa,2
Đen,To,Đen,17,Cao,Xoăn,Vừa,Thưa,5
Đen,Nhỏ,Đỏ,20,Cao,Xoăn,Mỏng,Rậm,5
Nâu,To,Vàng,25,Thấp,Xoăn,Vừa,Rậm,2
Đen,To,Đen,22,Thấp,Lượn sóng,Dày,Thưa,6
Nâu,To,Đỏ,16,Thấp,Xoăn,Mỏng,Thưa,5
Vàng,To,Đen,15,Cao,Thẳng,Mỏng,Thưa,5
Đen,Nhỏ,Nâu,15,Thấp,Xoăn,Mỏng,Rậm,4
Lam,Nhỏ,Vàng,23,Gãy,Xoăn,Dày,Rậm,5
Xám,To,Đen,30,Thấp,Lượn sóng,Dày,Thưa,2
Nâu,Nhỏ,Đen,23,Lỗ mũi to,Xoăn,Mỏng,Thưa,4
Nâu,To,Nâu,20,Cao,Lượn sóng,Dày,Thưa,5
Nâu,Nhỏ,Nâu,35,Lỗ mũi to,Thẳng,Dày,Rậm,1
Nâu,Nhỏ,Nâu,22,Cao,Xoăn,Vừa,Thưa,5
Nâu,To,Nâu,20,Thấp,Xoăn,Vừa,Rậm,5
Nâu,Nhỏ,Nâu,8,Gãy,Lượn sóng,Dày,Rậm,5
Đen,Nhỏ,Vàng,17,Lỗ mũi to,Thẳng,Mỏng,Thưa,5
Đen,Nhỏ,Nâu,22,Thấp,Lượn sóng,Vừa,Thưa,6
Đen,To,Nâu,30,Cao,Xoăn,Mỏng,Thưa,3
Đen,Nhỏ,Nâu,27,Cao,Lượn sóng,Dày,Thưa,2
Xám,To,Nâu,21,Cao,Xoăn,Mỏng,Rậm,5
Vàng,Vừa,Nâu,14,Thấp,Thẳng,Vừa,Rậm,5
Đen,Nhỏ,Đen,20,Cao,Xoăn,Vừa,Thưa,5
Đen,Nhỏ,Đen,13,Cao,Lượn sóng,Mỏng,Rậm,6
Đen,Nhỏ,Nâu,13,Cao,Lượn sóng,Vừa,Rậm,7
Đen,Nhỏ,Đỏ,17,Cao,Thẳng,Mỏng,Rậm,4
Lam,To,Đen,22,Cao,Lượn sóng,Mỏng,Rậm,5
Nâu,To,Đen,25,Cao,Xoăn,Mỏng,Rậm,1
Vàng,Vừa,Nâu,33,Thấp,Xoăn,Mỏng,Thưa,2
Đen,To,Nâu,26,Gãy,Lượn sóng,Vừa,Rậm,1
Đen,Nhỏ,Đen,22,Thấp,Thẳng,Mỏng,Thưa,4
Nâu,To,Đen,22,Cao,Xoăn,Dày,Rậm,4
Nâu,Nhỏ,Đen,17,Lỗ mũi to,Lượn sóng,Dày,Rậm,5
Đen,Nhỏ,Đen,15,Cao,Thẳng,Mỏng,Thưa,5
Vàng,To,Đen,18,Lỗ mũi to,Lượn sóng,Dày,Thưa,5
Lam,Nhỏ,Nâu,23,Thấp,Lượn sóng,Mỏng,Rậm,5
Nâu,Nhỏ,Đen,10,Cao,Thẳng,Vừa,Thưa,4
Đen,Vừa,Đen,20,Thấp,Xoăn,Dày,Rậm,5
Nâu,Nhỏ,Nâu,23,Cao,Thẳng,Mỏng,Rậm,5
Nâu,Nhỏ,Nâu,23,Thấp,Lượn sóng,Mỏng,Rậm,5
Đen,Nhỏ,Đen,23,Gãy,Lượn sóng,Vừa,Thưa,6
Nâu,To,Nâu,30,Gãy,Thẳng,Mỏng,Thưa,2
Nâu,To,Nâu,20,Lỗ mũi to,Thẳng,Dày,Rậm,5
Nâu,Nhỏ,Đen,14,Thấp,Xoăn,Vừa,Thưa,5
Nâu,Vừa,Vàng,13,Thấp,Xoăn,Dày,Rậm,5
Đen,Nhỏ,Nâu,20,Cao,Thẳng,Dày,Thưa,4
Nâu,Nhỏ,Đen,9,Thấp,Xoăn,Vừa,Thưa,5
Nâu,Vừa,Vàng,23,Thấp,Lượn sóng,Mỏng,Rậm,4
Đen,Nhỏ,Đen,15,Cao,Thẳng,Mỏng,Thưa,5
Nâu,Nhỏ,Vàng,31,Lỗ mũi to,Xoăn,Mỏng,Rậm,2
Nâu,Nhỏ,Đen,24,Cao,Xoăn,Mỏng,Rậm,2
Đen,Nhỏ,Nâu,11,Thấp,Thẳng,Mỏng,Thưa,4
Đen,To,Nâu,21,Gãy,Thẳng,Vừa,Thưa,5
Đen,To,Nâu,29,Thấp,Xoăn,Vừa,Thưa,3
Đen,To,Đen,29,Lỗ mũi to,Xoăn,Dày,Rậm,2
Đen,Vừa,Nâu,16,Cao,Lượn sóng,Dày,Rậm,6
Nâu,Nhỏ,Đen,14,Cao,Lượn sóng,Vừa,Rậm,5
Nâu,Nhỏ,Nâu,12,Thấp,Thẳng,Dày,Rậm,5
Đen,To,Nâu,27,Thấp,Xoăn,Dày,Thưa,2
Đen,Vừa,Nâu,34,Thấp,Xoăn,Mỏng,Rậm,2
Vàng,To,Nâu,20,Cao,Thẳng,Dày,Thưa,5
Đen,To,Đen,21,Gãy,Xoăn,Vừa,Thưa,5
Xám,Nhỏ,Nâu,24,Gãy,Thẳng,Vừa,Thưa,1
Lam,Nhỏ,Đen,22,Cao,Lượn sóng,Dày,Thưa,5
Nâu,Nhỏ,Nâu,20,Gãy,Xoăn,Dày,Thưa,5
Nâu,To,Đen,11,Gãy,Lượn sóng,Mỏng,Thưa,5
Xám,To,Đen,27,Thấp,Thẳng,Vừa,Thưa,2
Đen,Nhỏ,Nâu,24,Thấp,Thẳng,Mỏng,Rậm,1
Đen,Nhỏ,Đen,24,Cao,Thẳng,Mỏng,Rậm,2
Đen,Nhỏ,Nâu,25,Lỗ mũi to,Lượn sóng,Vừa,Rậm,1
Xám,Nhỏ,Nâu,21,Lỗ mũi to,Thẳng,Mỏng,Rậm,4
Nâu,Nhỏ,Đen,19,Cao,Xoăn,Mỏng,Thưa,5
Nâu,To,Nâu,16,Gãy,Thẳng,Mỏng,Rậm,5
Nâu,To,Đen,24,Cao,Thẳng,Vừa,Rậm,1
Đen,Vừa,Đen,19,Cao,Lượn sóng,Dày,Rậm,7
Đen,Nhỏ,Vàng,34,Gãy,Xoăn,Vừa,Rậm,1
Nâu,Nhỏ,Vàng,26,Thấp,Xoăn,Mỏng,Rậm,3
Đen,To,Lam,20,Gãy,Xoăn,Mỏng,Rậm,4
Lam,To,Nâu,21,Thấp,Thẳng,Dày,Rậm,5
Nâu,To,Đỏ,17,Thấp,Xoăn,Dày,Thưa,5
Nâu,Vừa,Nâu,14,Cao,Lượn sóng,Mỏng,Rậm,4
Đen,To,Đen,25,Thấp,Xoăn,Vừa,Rậm,3
Đen,To,Nâu,26,Thấp,Xoăn,Vừa,Rậm,3
Đen,To,Đen,21,Thấp,Thẳng,Vừa,Thưa,4
Lam,To,Nâu,20,Thấp,Xoăn,Vừa,Rậm,5
Nâu,To,Nâu,18,Lỗ mũi to,Thẳng,Mỏng,Rậm,5
Xám,Vừa,Đen,16,Cao,Thẳng,Dày,Rậm,4
Đen,Nhỏ,Nâu,12,Gãy,Lượn sóng,Mỏng,Thưa,6
Nâu,Vừa,Nâu,11,Thấp,Lượn sóng,Vừa,Rậm,5
Đen,Vừa,Nâu,16,Thấp,Xoăn,Mỏng,Rậm,4
Nâu,To,Đen,13,Thấp,Thẳng,Vừa,Rậm,5
Nâu,To,Đen,23,Thấp,Xoăn,Mỏng,Thưa,4
Nâu,To,Đen,20,Lỗ mũi to,Xoăn,Vừa,Thưa,4
Nâu,Nhỏ,Nâu,19,Thấp,Xoăn,Dày,Thưa,5
Nâu,Nhỏ,Nâu,26,Thấp,Thẳng,Vừa,Rậm,3
Nâu,Nhỏ,Đen,20,Thấp,Thẳng,Dày,Thưa,5
Lam,To,Đen,16,Gãy,Lượn sóng,Mỏng,Thưa,5
Nâu,Vừa,Nâu,21,Lỗ mũi to,Thẳng,Dày,Rậm,5
Lam,Vừa,Nâu,24,Gãy,Lượn sóng,Vừa,Rậm,1
Đen,Nhỏ,Nâu,25,Thấp,Thẳng,Dày,Rậm,1
Nâu,Nhỏ,Nâu,29,Thấp,Thẳng,Dày,Thưa,2
Đen,To,Đen,19,Lỗ mũi to,Xoăn,Dày,Thưa,5
Nâu,Vừa,Nâu,24,Cao,Thẳng,Mỏng,Rậm,3
Nâu,Nhỏ,Đen,25,Cao,Xoăn,Mỏng,Rậm,3
Đen,Vừa,Đen,2,Thấp,Thẳng,Vừa,Rậm,5
Đen,To,Vàng,26,Thấp,Lượn sóng,Vừa,Thưa,1
Nâu,To,Đen,20,Thấp,Xoăn,Mỏng,Thưa,5
