Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Nâu,Nhỏ,Nâu,-1,Thấp,Xoăn,Vừa,Rậm,
Nâu,To,Nâu,-1,Lỗ mũi to,Thẳng,Dày,Thưa,
Đen,Nhỏ,Vàng,-1,Lỗ mũi to,Thẳng,Vừa,Thưa,
Nâu,To,Nâu,-1,Cao,Thẳng,Dày,Rậm,
Nâu,Nhỏ,Đen,-1,Cao,Xoăn,Mỏng,Rậm,
Lam,To,Đen,-1,Thấp,Lượn sóng,Vừa,Thưa,
Lam,Vừa,Nâu,-1,Lỗ mũi to,Thẳng,Mỏng,Rậm,
Vàng,Nhỏ,Nâu,-1,Cao,Xoăn,Dày,Thưa,
Nâu,Nhỏ,Đen,-1,Cao,Lượn sóng,Dày,Thưa,
Nâu,To,Nâu,-1,Gãy,Xoăn,Vừa,Rậm,
Đen,Vừa,Nâu,-1,Gãy,Thẳng,Mỏng,Thưa,
Đen,Nhỏ,Nâu,-1,Gãy,Xoăn,Dày,Rậm,
Lam,Nhỏ,Đen,-1,Thấp,Xoăn,Mỏng,Rậm,
Nâu,Vừa,Nâu,-1,Lỗ mũi to,Thẳng,Vừa,Rậm,
Lam,Nhỏ,Đen,-1,Cao,Thẳng,Dày,Thưa,
Nâu,To,Đỏ,-1,Lỗ mũi to,Thẳng,Vừa,Rậm,
Nâu,To,Vàng,-1,Thấp,Xoăn,Dày,Rậm,
Đen,Nhỏ,Nâu,-1,Thấp,Thẳng,Vừa,Rậm,
Nâu,Nhỏ,Vàng,-1,Cao,Thẳng,Dày,Thưa,
Nâu,To,Đỏ,-1,Lỗ mũi to,Thẳng,Dày,Rậm,
Nâu,Nhỏ,Đen,-1,Gãy,Lượn sóng,Dày,Rậm,
Đen,To,Nâu,-1,Thấp,Xoăn,Dày,Thưa,
Nâu,Vừa,Vàng,-1,Cao,Xoăn,Vừa,Rậm,
Nâu,Nhỏ,Nâu,-1,Cao,Xoăn,Vừa,Thưa,
Đen,To,Đen,-1,Cao,Thẳng,Dày,Rậm,
Đen,To,Đen,-1,Thấp,Thẳng,Vừa,Thưa,
Nâu,To,Nâu,-1,Thấp,Thẳng,Dày,Thưa,
Xám,To,Đen,-1,Thấp,Thẳng,Mỏng,Rậm,
Nâu,Nhỏ,Đen,-1,Cao,Thẳng,Mỏng,Thưa,
Lam,To,Đen,-1,Cao,Xoăn,Dày,Rậm,
Nâu,Nhỏ,Đen,-1,Lỗ mũi to,Thẳng,Dày,Thưa,
Xám,Nhỏ,Nâu,-1,Gãy,Lượn sóng,Dày,Thưa,
Nâu,Nhỏ,Đen,-1,Cao,Xoăn,Dày,Rậm,
Lam,Vừa,Nâu,-1,Cao,Xoăn,Vừa,Thưa,
Đen,Nhỏ,Nâu,-1,Cao,Xoăn,Mỏng,Thưa,
Đen,Vừa,Nâu,-1,Cao,Xoăn,Vừa,Rậm,
Nâu,To,Nâu,-1,Cao,Thẳng,Vừa,Rậm,
Nâu,To,Nâu,-1,Thấp,Thẳng,Dày,Rậm,
Xám,Nhỏ,Đen,-1,Cao,Thẳng,Vừa,Thưa,
Lam,Nhỏ,Nâu,-1,Thấp,Xoăn,Vừa,Thưa,
Đen,To,Nâu,-1,Thấp,Lượn sóng,Mỏng,Rậm,
Lam,Nhỏ,Đen,-1,Gãy,Xoăn,Dày,Thưa,
Xám,Nhỏ,Đen,-1,Cao,Thẳng,Mỏng,Thưa,
Xám,Nhỏ,Nâu,-1,Lỗ mũi to,Xoăn,Mỏng,Thưa,
Nâu,Nhỏ,Đen,-1,Gãy,Xoăn,Vừa,Rậm,
Nâu,To,Đen,-1,Cao,Xoăn,Dày,Thưa,
Nâu,Nhỏ,Đen,-1,Lỗ mũi to,Xoăn,Mỏng,Thưa,
Nâu,Nhỏ,Nâu,-1,Thấp,Lượn sóng,Dày,Rậm,
Lam,Vừa,Vàng,-1,Lỗ mũi to,Thẳng,Dày,Thưa,
Đen,To,Nâu,-1,Thấp,Lượn sóng,Dày,Thưa,
Nâu,To,Nâu,-1,Cao,Xoăn,Dày,Thưa,
Nâu,To,Nâu,-1,Lỗ mũi to,Lượn sóng,Vừa,Rậm,
Nâu,Vừa,Nâu,-1,Thấp,Thẳng,Mỏng,Thưa,
Đen,To,Đen,-1,Cao,Thẳng,Mỏng,Rậm,
Nâu,Nhỏ,Đen,-1,Gãy,Xoăn,Dày,Thưa,
Xám,Vừa,Đen,-1,Gãy,Xoăn,Vừa,Rậm,
Lam,Vừa,Nâu,-1,Thấp,Xoăn,Vừa,Rậm,
Đen,Nhỏ,Đỏ,-1,Gãy,Lượn sóng,Vừa,Thưa,
Đen,Nhỏ,Nâu,-1,Thấp,Thẳng,Vừa,Thưa,
Nâu,Vừa,Đen,-1,Thấp,Thẳng,Mỏng,Rậm,
Nâu,Nhỏ,Nâu,-1,Cao,Thẳng,Mỏng,Thưa,
Đen,To,Đen,-1,Cao,Thẳng,Vừa,Thưa,
Nâu,To,Vàng,-1,Lỗ mũi to,Xoăn,Dày,Rậm,
Nâu,Nhỏ,Vàng,-1,Thấp,Lượn sóng,Vừa,Rậm,
Đen,To,Nâu,-1,Thấp,Thẳng,Vừa,Rậm,
Nâu,Nhỏ,Nâu,-1,Lỗ mũi to,Xoăn,Vừa,Thưa,
Đen,To,Vàng,-1,Lỗ mũi to,Xoăn,Mỏng,Rậm,
Nâu,Nhỏ,Nâu,-1,Cao,Xoăn,Dày,Thưa,
Nâu,To,Đen,-1,Thấp,Thẳng,Vừa,Rậm,
Nâu,Nhỏ,Vàng,-1,Gãy,Lượn sóng,Vừa,Thưa,
Nâu,To,Đỏ,-1,Cao,Lượn sóng,Vừa,Rậm,
Nâu,To,Nâu,-1,Lỗ mũi to,Thẳng,Vừa,Rậm,
Lam,Nhỏ,Nâu,-1,Gãy,Thẳng,Dày,Thưa,
Nâu,To,Đen,-1,Thấp,Xoăn,Vừa,Rậm,
Đen,To,Đen,-1,Cao,Thẳng,Mỏng,Rậm,
Nâu,Nhỏ,Nâu,-1,Lỗ mũi to,Lượn sóng,Dày,Rậm,
Đen,To,Đen,-1,Lỗ mũi to,Lượn sóng,Dày,Rậm,
Nâu,To,Vàng,-1,Thấp,Lượn sóng,Mỏng,Rậm,
Đen,Vừa,Nâu,-1,Thấp,Lượn sóng,Mỏng,Rậm,
Nâu,To,Nâu,-1,Thấp,Thẳng,Vừa,Thưa,
Nâu,Nhỏ,Nâu,-1,Lỗ mũi to,Thẳng,Dày,Thưa,
Đen,To,Nâu,-1,Cao,Xoăn,Dày,Thưa,
Nâu,Nhỏ,Đen,-1,Thấp,Thẳng,Dày,Rậm,
Đen,Nhỏ,Đỏ,-1,Gãy,Xoăn,Dày,Thưa,
Đen,Nhỏ,Đen,-1,Cao,Xoăn,Mỏng,Rậm,
Nâu,Nhỏ,Nâu,-1,Cao,Thẳng,Mỏng,Thưa,
Đen,To,Đen,-1,Thấp,Xoăn,Mỏng,Thưa,
Nâu,Vừa,Đen,-1,Cao,Thẳng,Mỏng,Thưa,
Đen,To,Nâu,-1,Lỗ mũi to,Xoăn,Vừa,Thưa,
Nâu,Nhỏ,Đen,-1,Thấp,Xoăn,Mỏng,Rậm,
Xám,Nhỏ,Nâu,-1,Cao,Lượn sóng,Dày,Thưa,
Nâu,Nhỏ,Đen,-1,Thấp,Xoăn,Mỏng,Rậm,
Nâu,To,Đỏ,-1,Thấp,Thẳng,Dày,Rậm,
Nâu,To,Đen,-1,Thấp,Lượn sóng,Vừa,Thưa,
Đen,Nhỏ,Nâu,-1,Lỗ mũi to,Lượn sóng,Vừa,Thưa,
