Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Đen,To,Đen,18,Cao,Xoăn,Vừa,Rậm,Au
Đen,Nhỏ,Đen,40,Cao,Thẳng,Mỏng,Thưa,Uc
Xám,Nhỏ,Đen,28,Thấp,Xoăn,Vừa,Rậm,Phi
Đen,To,Đen,15,Thấp,Xoăn,Dày,Thưa,Au
Đen,Nhỏ,Lam,27,Thấp,Thẳng,Vừa,Thưa,Uc
Lam,Nhỏ,Đen,31,Thấp,Xoăn,Vừa,Rậm,Uc
Vàng,Nhỏ,Đen,29,Thấp,Xoăn,Vừa,Rậm,Phi
Vàng,To,Vàng,6,Thấp,Thẳng,Dày,Thưa,Au
Lam,Nhỏ,Đen,25,Cao,Xoăn,Dày,Rậm,Phi
Lam,Nhỏ,Đen,29,Thấp,Xoăn,Dày,Rậm,Phi
Đen,Nhỏ,Vàng,26,Cao,Xoăn,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,14,Thấp,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,27,Cao,Thẳng,Dày,Rậm,Uc
Xám,Nhỏ,Đen,28,Thấp,Thẳng,Dày,Thưa,Phi
Đen,Nhỏ,Đen,24,Cao,Thẳng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,28,Cao,Xoăn,Mỏng,Thưa,Phi
Đen,To,Đen,24,Cao,Lượn sóng,Dày,Thưa,Uc
Đen,To,Vàng,25,Thấp,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,22,Thấp,Lượn sóng,Dày,Thưa,A
Đen,Nhỏ,Đen,15,Thấp,Xoăn,Mỏng,Rậm,Au
Xám,To,Đen,30,Thấp,Lượn sóng,Dày,Thưa,Uc
Đen,Nhỏ,Đen,23,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,Nhỏ,Đen,35,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,22,Thấp,Lượn sóng,Vừa,Thưa,A
Đen,Nhỏ,Đen,27,Cao,Lượn sóng,Dày,Thưa,Uc
Đen,Nhỏ,Đen,13,Cao,Lượn sóng,Mỏng,Rậm,A
Đen,Nhỏ,Đỏ,17,Cao,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,25,Cao,Xoăn,Mỏng,Rậm,Phi
Vàng,Vừa,Đen,33,Thấp,Xoăn,Mỏng,Thưa,Uc
Đen,To,Đen,26,Cao,Lượn sóng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,22,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,22,Cao,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,10,Cao,Thẳng,Vừa,Thưa,Au
Đen,Nhỏ,Đen,23,Cao,Lượn sóng,Vừa,Thưa,A
Đen,To,Đen,30,Cao,Thẳng,Mỏng,Thưa,Uc
Đen,Nhỏ,Đen,20,Cao,Thẳng,Dày,Thưa,Au
Đen,Vừa,Vàng,23,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,Nhỏ,Vàng,31,Thấp,Xoăn,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,24,Cao,Xoăn,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,11,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,29,Thấp,Xoăn,Dày,Rậm,Uc
Đen,Vừa,Đen,16,Cao,Lượn sóng,Dày,Rậm,A
Đen,To,Đen,27,Thấp,Xoăn,Dày,Thưa,Uc
Đen,Vừa,Đen,34,Thấp,Xoăn,Mỏng,Rậm,Uc
Xám,Nhỏ,Đen,24,Cao,Thẳng,Vừa,Thưa,Phi
Xám,To,Đen,27,Thấp,Thẳng,Vừa,Thưa,Uc
Đen,Nhỏ,Đen,24,Thấp,Thẳng,Mỏng,Rậm,Phi
Đen,Nhỏ,Đen,24,Cao,Thẳng,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,25,Thấp,Lượn sóng,Vừa,Rậm,Phi
Xám,Nhỏ,Đen,21,Thấp,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,24,Cao,Thẳng,Vừa,Rậm,Phi
Đen,Nhỏ,Vàng,34,Cao,Xoăn,Vừa,Rậm,Phi
Đen,To,Lam,20,Cao,Xoăn,Mỏng,Rậm,Au
Đen,Vừa,Đen,14,Cao,Lượn sóng,Mỏng,Rậm,Au
Đen,To,Đen,21,Thấp,Thẳng,Vừa,Thưa,Au
Xám,Vừa,Đen,16,Cao,Thẳng,Dày,Rậm,Au
Đen,Nhỏ,Đen,12,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,Vừa,Đen,16,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đen,23,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,20,Thấp,Xoăn,Vừa,Thưa,Au
Lam,Vừa,Đen,24,Cao,Lượn sóng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,25,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,29,Thấp,Thẳng,Dày,Thưa,Uc
Đen,To,Vàng,26,Thấp,Lượn sóng,Vừa,Thưa,Phi
Đen,To,Đen,15,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đỏ,22,Cao,Lượn sóng,Dày,Rậm,Au
Đen,Nhỏ,Đen,19,Cao,Thẳng,Vừa,Rậm,Au
Xám,To,Đen,19,Cao,Xoăn,Mỏng,Rậm,Au
Đen,To,Vàng,5,Thấp,Thẳng,Mỏng,Rậm,Au
Vàng,Nhỏ,Đỏ,26,Cao,Lượn sóng,Vừa,Thưa,Uc
Xám,Nhỏ,Đen,26,Thấp,Thẳng,Mỏng,Rậm,Phi
Đen,To,Đen,20,Thấp,Xoăn,Dày,Thưa,Au
Đen,To,Đen,27,Cao,Lượn sóng,Mỏng,Thưa,Phi
Đen,To,Đen,22,Thấp,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,37,Thấp,Thẳng,Dày,Thưa,Phi
Đen,To,Đen,25,Thấp,Thẳng,Vừa,Rậm,Phi
Đen,Nhỏ,Đen,24,Thấp,Thẳng,Dày,Thưa,Uc
Xám,Nhỏ,Đen,24,Cao,Lượn sóng,Mỏng,Thưa,Uc
Đen,To,Đen,33,Thấp,Xoăn,Mỏng,Rậm,Phi
Đen,Nhỏ,Đen,24,Thấp,Xoăn,Dày,Thưa,Phi
Đen,To,Đen,20,Thấp,Lượn sóng,Vừa,Thưa,Au
Đen,Nhỏ,Đen,24,Thấp,Thẳng,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,19,Thấp,Xoăn,Mỏng,Thưa,Au
Đen,To,Đen,19,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,To,Đen,28,Thấp,Xoăn,Mỏng,Rậm,Uc
Đen,Nhỏ,Vàng,25,Cao,Xoăn,Dày,Thưa,Uc
Đen,To,Vàng,34,Thấp,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,28,Thấp,Thẳng,Vừa,Thưa,Phi
Vàng,To,Đen,27,Cao,Thẳng,Mỏng,Thưa,Phi
Lam,Vừa,Vàng,17,Thấp,Xoăn,Dày,Rậm,Au
Đen,To,Đen,19,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,24,Cao,Xoăn,Vừa,Thưa,A
Đen,To,Đen,21,Cao,Xoăn,Vừa,Thưa,A
Đen,Vừa,Đen,18,Thấp,Xoăn,Dày,Thưa,A
Đen,Nhỏ,Đen,12,Cao,Thẳng,Dày,Thưa,Au
Đen,To,Đen,42,Cao,Thẳng,Dày,Rậm,Uc
Đen,To,Đen,20,Thấp,Thẳng,Dày,Thưa,A
Đỏ,Nhỏ,Đen,11,Cao,Lượn sóng,Mỏng,Thưa,Au
Đen,To,Vàng,26,Thấp,Xoăn,Dày,Thưa,Uc
Đen,Nhỏ,Đen,21,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,29,Thấp,Thẳng,Dày,Rậm,Phi
Đen,Nhỏ,Đen,37,Cao,Thẳng,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,25,Cao,Xoăn,Mỏng,Thưa,Uc
Lam,Vừa,Đen,22,Cao,Thẳng,Vừa,Thưa,Au
Đen,Nhỏ,Đen,23,Thấp,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Đỏ,18,Cao,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,16,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,Nhỏ,Đen,19,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,19,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,15,Thấp,Xoăn,Vừa,Rậm,Au
Vàng,To,Vàng,17,Cao,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,21,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,18,Cao,Xoăn,Vừa,Rậm,A
Đen,To,Đen,20,Thấp,Thẳng,Vừa,Rậm,A
Đen,Vừa,Đen,22,Cao,Thẳng,Vừa,Thưa,A
Lam,Nhỏ,Đen,15,Cao,Xoăn,Dày,Rậm,Au
Đen,To,Đen,19,Thấp,Thẳng,Dày,Rậm,A
Đen,Nhỏ,Đen,20,Cao,Lượn sóng,Dày,Rậm,Au
Đen,To,Đen,20,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,32,Thấp,Thẳng,Vừa,Rậm,Uc
Đen,To,Đen,15,Thấp,Xoăn,Dày,Rậm,Au
Đen,To,Đen,13,Thấp,Lượn sóng,Vừa,Thưa,Au
Đen,To,Đen,21,Cao,Xoăn,Mỏng,Thưa,A
Đen,Nhỏ,Đen,23,Cao,Thẳng,Vừa,Thưa,A
Đen,To,Vàng,5,Thấp,Thẳng,Vừa,Rậm,Au
Xám,Nhỏ,Đỏ,20,Thấp,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,21,Thấp,Thẳng,Dày,Thưa,A
Đen,To,Đen,28,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,To,Đen,19,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,17,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,30,Thấp,Thẳng,Dày,Thưa,Phi
Đen,Nhỏ,Đen,19,Cao,Thẳng,Vừa,Rậm,A
Đen,To,Đen,20,Cao,Lượn sóng,Dày,Thưa,Au
Lam,To,Đỏ,12,Cao,Xoăn,Dày,Thưa,Au
Đen,To,Đen,24,Cao,Thẳng,Mỏng,Rậm,Au
Đen,To,Đen,18,Thấp,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Đen,16,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,21,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,9,Cao,Thẳng,Vừa,Thưa,Au
Đen,Vừa,Đen,27,Cao,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,19,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,18,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,13,Thấp,Xoăn,Dày,Rậm,Au
Đen,Vừa,Đen,25,Thấp,Xoăn,Dày,Rậm,Uc
Đen,To,Đen,17,Cao,Thẳng,Dày,Rậm,A
Đen,To,Đen,18,Cao,Lượn sóng,Vừa,Rậm,Au
Đen,Vừa,Đen,23,Cao,Thẳng,Vừa,Rậm,A
Đen,To,Đen,33,Cao,Xoăn,Vừa,Rậm,Uc
Đen,Vừa,Đen,17,Thấp,Xoăn,Vừa,Thưa,A
Đen,Vừa,Đen,15,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,22,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,30,Cao,Xoăn,Dày,Thưa,Phi
Đen,Nhỏ,Đen,19,Cao,Lượn sóng,Vừa,Rậm,A
Đen,To,Đen,14,Cao,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,20,Cao,Thẳng,Vừa,Thưa,A
Đen,Nhỏ,Đen,18,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,35,Thấp,Thẳng,Vừa,Rậm,Uc
Đen,To,Vàng,28,Thấp,Lượn sóng,Vừa,Rậm,Uc
Đen,To,Đen,29,Cao,Xoăn,Mỏng,Thưa,Phi
Đen,To,Đen,23,Thấp,Lượn sóng,Mỏng,Thưa,A
Đen,Nhỏ,Đỏ,30,Thấp,Xoăn,Dày,Thưa,Phi
Đen,Nhỏ,Đen,26,Thấp,Xoăn,Vừa,Thưa,Uc
Đen,Nhỏ,Đen,21,Thấp,Thẳng,Vừa,Thưa,A
Đen,Nhỏ,Đen,20,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,24,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,Vừa,Đen,15,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,26,Cao,Lượn sóng,Mỏng,Rậm,Uc
Xám,To,Đen,31,Cao,Thẳng,Dày,Rậm,Uc
Đen,Nhỏ,Đen,23,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,11,Cao,Thẳng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,15,Cao,Xoăn,Vừa,Thưa,A
Xám,To,Đỏ,6,Thấp,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,23,Thấp,Xoăn,Mỏng,Rậm,Uc
Lam,To,Đen,8,Thấp,Lượn sóng,Dày,Rậm,Au
Đen,To,Đen,19,Thấp,Lượn sóng,Vừa,Thưa,Uc
Đen,Vừa,Vàng,12,Thấp,Xoăn,Vừa,Thưa,Au
Đen,To,Đen,16,Thấp,Lượn sóng,Dày,Thưa,A
Đen,Nhỏ,Đen,20,Thấp,Thẳng,Dày,Thưa,A
Đen,To,Đen,20,Cao,Thẳng,Mỏng,Rậm,A
Đen,Nhỏ,Đen,26,Thấp,Lượn sóng,Vừa,Rậm,Uc
Lam,Nhỏ,Vàng,17,Thấp,Xoăn,Mỏng,Rậm,Au
Vàng,To,Đen,11,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,21,Thấp,Xoăn,Dày,Rậm,A
Đen,Nhỏ,Đen,23,Thấp,Thẳng,Vừa,Rậm,A
Đen,To,Đen,21,Thấp,Thẳng,Vừa,Thưa,A
Đen,Vừa,Đen,12,Thấp,Lượn sóng,Mỏng,Rậm,Au
Đen,Nhỏ,Đen,34,Thấp,Thẳng,Dày,Thưa,Phi
Đen,To,Đỏ,6,Cao,Lượn sóng,Mỏng,Thưa,Au
Đen,To,Vàng,23,Thấp,Lượn sóng,Vừa,Thưa,Uc
Đen,To,Đen,15,Thấp,Lượn sóng,Vừa,Thưa,Au
Xám,To,Đen,20,Thấp,Thẳng,Dày,Rậm,A
Xám,Nhỏ,Đen,28,Cao,Xoăn,Dày,Rậm,Uc
Đen,Nhỏ,Đen,21,Thấp,Thẳng,Vừa,Thưa,A
Đen,Nhỏ,Đen,16,Cao,Thẳng,Dày,Thưa,A
Đen,Nhỏ,Vàng,24,Cao,Thẳng,Vừa,Rậm,Uc
Đen,Vừa,Đen,28,Thấp,Xoăn,Dày,Rậm,Uc
Đen,Nhỏ,Đen,31,Thấp,Thẳng,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,20,Thấp,Xoăn,Vừa,Thưa,A
Đen,Vừa,Vàng,27,Cao,Thẳng,Mỏng,Rậm,Uc
Xám,Nhỏ,Đen,30,Cao,Thẳng,Vừa,Thưa,Phi
Đen,Nhỏ,Đen,25,Thấp,Thẳng,Mỏng,Thưa,Uc
Đen,To,Vàng,25,Thấp,Lượn sóng,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,31,Thấp,Thẳng,Mỏng,Rậm,Uc
Đen,Vừa,Vàng,31,Cao,Xoăn,Mỏng,Rậm,Uc
Đen,To,Đen,15,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đen,31,Thấp,Xoăn,Dày,Thưa,Phi
Đen,To,Vàng,17,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,14,Thấp,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,30,Cao,Lượn sóng,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,24,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,22,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Vàng,20,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,23,Cao,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,30,Cao,Xoăn,Dày,Thưa,Phi
Xám,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,26,Cao,Lượn sóng,Mỏng,Rậm,Uc
Đen,Nhỏ,Đen,22,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,32,Cao,Lượn sóng,Vừa,Rậm,Uc
Đen,To,Đen,23,Cao,Thẳng,Vừa,Thưa,A
Xám,Nhỏ,Đen,20,Thấp,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,15,Thấp,Xoăn,Vừa,Rậm,Au
Đen,To,Đen,27,Cao,Thẳng,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,32,Cao,Xoăn,Vừa,Rậm,Uc
Đen,To,Đen,22,Cao,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,25,Cao,Lượn sóng,Vừa,Rậm,Uc
Đen,Nhỏ,Vàng,22,Thấp,Thẳng,Mỏng,Rậm,A
Đen,To,Vàng,9,Thấp,Xoăn,Dày,Rậm,Au
Lam,Nhỏ,Đen,12,Thấp,Thẳng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,22,Cao,Thẳng,Vừa,Rậm,A
Đen,Nhỏ,Vàng,28,Cao,Xoăn,Dày,Rậm,Uc
Đen,Vừa,Đỏ,24,Cao,Xoăn,Vừa,Thưa,A
Đen,To,Đen,28,Thấp,Thẳng,Mỏng,Thưa,Uc
Đen,Nhỏ,Đen,35,Thấp,Thẳng,Mỏng,Thưa,Phi
Đen,To,Đen,21,Cao,Lượn sóng,Mỏng,Thưa,A
Đen,Vừa,Vàng,31,Thấp,Xoăn,Mỏng,Rậm,Uc
Đen,To,Đen,16,Thấp,Lượn sóng,Vừa,Rậm,Au
Đen,Nhỏ,Đen,12,Cao,Lượn sóng,Mỏng,Rậm,Au
Đen,Vừa,Đen,15,Cao,Thẳng,Dày,Thưa,A
Đen,To,Đen,19,Cao,Xoăn,Dày,Thưa,A
Đen,To,Đen,17,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,19,Thấp,Xoăn,Vừa,Thưa,A
Đen,To,Đen,23,Thấp,Lượn sóng,Dày,Rậm,Uc
Đen,Nhỏ,Đen,31,Thấp,Lượn sóng,Vừa,Rậm,Uc
Đen,Vừa,Đen,27,Cao,Xoăn,Dày,Thưa,Uc
Đen,Nhỏ,Đen,22,Cao,Xoăn,Mỏng,Thưa,A
Đen,To,Đen,9,Cao,Xoăn,Vừa,Rậm,Au
Đen,Nhỏ,Đỏ,17,Thấp,Xoăn,Dày,Thưa,A
Đen,To,Đen,10,Thấp,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,20,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,19,Thấp,Xoăn,Vừa,Thưa,A
Đen,Vừa,Đen,23,Thấp,Xoăn,Mỏng,Rậm,A
Đen,Nhỏ,Đen,9,Cao,Xoăn,Dày,Rậm,Au
Đen,Nhỏ,Đen,24,Thấp,Xoăn,Dày,Rậm,A
Đen,Nhỏ,Đen,22,Cao,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Vàng,19,Cao,Thẳng,Mỏng,Thưa,A
Đen,To,Đen,24,Cao,Thẳng,Vừa,Rậm,Uc
Vàng,Nhỏ,Vàng,17,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,25,Cao,Lượn sóng,Vừa,Rậm,Uc
Đen,Nhỏ,Đen,21,Thấp,Thẳng,Mỏng,Thưa,A
Đen,Nhỏ,Đen,17,Thấp,Thẳng,Dày,Rậm,A
Đen,To,Đen,19,Thấp,Thẳng,Dày,Thưa,A
Đen,Vừa,Đen,17,Cao,Thẳng,Vừa,Rậm,A
Đen,To,Đen,12,Cao,Xoăn,Vừa,Rậm,Au
Đen,Nhỏ,Đen,24,Thấp,Xoăn,Mỏng,Thưa,Phi
Đen,To,Đen,17,Cao,Xoăn,Vừa,Rậm,Au
Đen,Nhỏ,Đen,19,Cao,Xoăn,Mỏng,Thưa,A
Lam,Nhỏ,Đen,27,Cao,Lượn sóng,Mỏng,Rậm,Uc
Đen,To,Đen,22,Thấp,Thẳng,Vừa,Thưa,A
Đen,To,Đen,24,Thấp,Xoăn,Vừa,Thưa,A
Đen,Nhỏ,Đen,30,Thấp,Xoăn,Dày,Thưa,Phi
Đen,Nhỏ,Đen,21,Cao,Xoăn,Vừa,Rậm,Au
Vàng,To,Đen,6,Cao,Thẳng,Mỏng,Thưa,Au
Đen,To,Đen,23,Thấp,Thẳng,Mỏng,Rậm,A
Xám,Nhỏ,Đen,19,Cao,Lượn sóng,Dày,Thưa,Au
Đen,To,Đen,25,Thấp,Xoăn,Vừa,Rậm,Phi
Xám,To,Đen,16,Thấp,Xoăn,Mỏng,Rậm,Au
Đen,To,Đen,11,Cao,Lượn sóng,Mỏng,Thưa,Au
