Màu Mắt,Kiểu Mắt,Màu Tóc Tự Nhiên,Màu Da,Kiểu Mũi,Kiểu Tóc,Kiểu Môi,Râu Tóc Lông,Chủng Tộc
Nâu,To,Nâu,24,Thấp,Xoăn,Vừa,Thưa,3.0
Lam,Nhỏ,Đen,17,Cao,Lượn sóng,Dày,Thưa,3.0
Đen,Nhỏ,Đen,21,Cao,Xoăn,Mỏng,Thưa,4.0
Đen,Nhỏ,Nâu,27,Thấp,Lượn sóng,Mỏng,Thưa,3.0
Đen,Nhỏ,Vàng,27,Cao,Xoăn,Mỏng,Rậm,3.0
Nâu,Nhỏ,Nâu,27,Thấp,Thẳng,Mỏng,Thưa,3.0
Đen,Nhỏ,Đen,19,Thấp,Thẳng,Vừa,Rậm,4.0
Xám,To,Nâu,18,Cao,Thẳng,Vừa,Thưa,3.0
Nâu,Nhỏ,Lam,16,Thấp,Xoăn,Mỏng,Rậm,3.0
Nâu,To,Nâu,25,Thấp,Thẳng,Vừa,Rậm,3.0
Nâu,To,Đen,28,Cao,Thẳng,Mỏng,Rậm,3.0
Dị sấc,Nhỏ,Nâu,22,Cao,Xoăn,Mỏng,Rậm,3.0
Đen,Nhỏ,Nâu,23,Thấp,Thẳng,Vừa,Thưa,3.0
Đen,Nhỏ,Vàng,18,Thấp,Lượn sóng,Mỏng,Thưa,3.0
Nâu,Vừa,Vàng,26,Cao,Thẳng,Mỏng,Rậm,3.0
Đen,To,Nâu,15,Thấp,Thẳng,Mỏng,Rậm,3.0
Đen,To,Nâu,19,Thấp,Thẳng,Dày,Rậm,3.0
Đen,To,Đen,22,Thấp,Xoăn,Dày,Thưa,4.0
Nâu,Nhỏ,Đen,19,Thấp,Thẳng,Vừa,Rậm,3.0
Đen,To,Nâu,19,Thấp,Xoăn,Dày,Rậm,3.0
Nâu,To,Nâu,22,Thấp,Lượn sóng,Dày,Thưa,3.0
Đen,To,Đen,16,Thấp,Xoăn,Mỏng,Rậm,4.0
Nâu,Nhỏ,Nâu,19,Cao,Xoăn,Dày,Thưa,3.0
Đen,To,Nâu,22,Thấp,Thẳng,Vừa,Rậm,3.0
Đen,Nhỏ,Đen,20,Thấp,Thẳng,Vừa,Rậm,4.0
Đen,Nhỏ,Nâu,15,Thấp,Lượn sóng,Dày,Thưa,3.0
Đen,Nhỏ,Vàng,16,Thấp,Thẳng,Dày,Rậm,3.0
Đen,To,Nâu,25,Cao,Thẳng,Vừa,Rậm,3.0
Đen,Nhỏ,Đen,20,Cao,Xoăn,Dày,Rậm,4.0
Xám,Vừa,Đen,15,Thấp,Xoăn,Vừa,Rậm,3.0
Đen,Nhỏ,Vàng,28,Cao,Xoăn,Vừa,Thưa,3.0
Đen,Vừa,Nâu,26,Cao,Thẳng,Vừa,Thưa,3.0
Nâu,To,Đen,24,Thấp,Thẳng,Dày,Thưa,3.0
Nâu,To,Đen,16,Thấp,Xoăn,Mỏng,Rậm,3.0
Nâu,Vừa,Đen,25,Cao,Thẳng,Dày,Thưa,3.0
Nâu,Nhỏ,Nâu,25,Thấp,Thẳng,Vừa,Thưa,3.0
Đỏ,Nhỏ,Đỏ,28,Cao,Thẳng,Vừa,Rậm,3.0
Đen,To,Nâu,26,Thấp,Thẳng,Mỏng,Rậm,3.0
Lam,Nhỏ,Nâu,14,Cao,Xoăn,Dày,Rậm,3.0
Nâu,To,Đen,27,Cao,Xoăn,Dày,Thưa,3.0
Nâu,To,Vàng,33,Thấp,Xoăn,Dày,Thưa,3.0
Vàng,Nhỏ,Vàng,20,Cao,Xoăn,Vừa,Thưa,3.0
Đen,Nhỏ,Vàng,17,Thấp,Lượn sóng,Vừa,Rậm,3.0
Nâu,Nhỏ,Đen,22,Thấp,Xoăn,Dày,Thưa,3.0
Đen,Nhỏ,Nâu,9,Thấp,Thẳng,Dày,Thưa,3.0
Đen,Nhỏ,Đen,7,Thấp,Lượn sóng,Vừa,Rậm,3.0
Nâu,Nhỏ,Đen,18,Cao,Xoăn,Mỏng,Rậm,3.0
Đen,To,Vàng,31,Thấp,Lượn sóng,Dày,Thưa,3.0
Nâu,To,Đỏ,24,Thấp,Xoăn,Vừa,Thưa,3.0
Lam,Nhỏ,Đen,24,Cao,Thẳng,Vừa,Rậm,3.0
Nâu,Nhỏ,Nâu,22,Cao,Lượn sóng,Vừa,Thưa,3.0
Nâu,Nhỏ,Nâu,9,Cao,Thẳng,Dày,Thưa,3.0
Đen,Nhỏ,Nâu,26,Thấp,Xoăn,Mỏng,Thưa,3.0
Nâu,Nhỏ,Đen,26,Thấp,Xoăn,Mỏng,Rậm,3.0
Nâu,Nhỏ,Nâu,30,Cao,Thẳng,Vừa,Rậm,3.0
Vàng,Nhỏ,Nâu,18,Thấp,Xoăn,Vừa,Rậm,3.0
Lam,Nhỏ,Đen,26,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,To,Đen,24,Cao,Xoăn,Mỏng,Thưa,3.0
Nâu,Nhỏ,Nâu,30,Cao,Xoăn,Mỏng,Rậm,3.0
Nâu,Nhỏ,Nâu,27,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,To,Vàng,25,Thấp,Xoăn,Mỏng,Thưa,3.0
Đen,Nhỏ,Đen,20,Thấp,Thẳng,Vừa,Rậm,4.0
Nâu,Nhỏ,Vàng,38,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,To,Đen,22,Thấp,Xoăn,Mỏng,Rậm,3.0
Nâu,Nhỏ,Nâu,31,Cao,Lượn sóng,Dày,Rậm,3.0
Nâu,To,Nâu,23,Cao,Thẳng,Dày,Thưa,3.0
Nâu,Nhỏ,Nâu,15,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,To,Đen,23,Thấp,Lượn sóng,Mỏng,Thưa,3.0
Nâu,Nhỏ,Đen,15,Cao,Xoăn,Vừa,Rậm,3.0
Lam,Nhỏ,Vàng,27,Cao,Lượn sóng,Mỏng,Rậm,3.0
Đen,To,Đen,34,Cao,Xoăn,Vừa,Rậm,2.0
Nâu,Nhỏ,Lam,24,Thấp,Lượn sóng,Mỏng,Thưa,3.0
Đen,Nhỏ,Đỏ,16,Thấp,Xoăn,Vừa,Rậm,3.0
Đen,Nhỏ,Nâu,37,Thấp,Lượn sóng,Mỏng,Rậm,3.0
Nâu,To,Đen,18,Thấp,Xoăn,Mỏng,Thưa,3.0
Nâu,To,Đen,25,Cao,Lượn sóng,Mỏng,Thưa,3.0
Lam,To,Vàng,27,Cao,Xoăn,Dày,Rậm,3.0
Đen,Vừa,Nâu,22,Thấp,Thẳng,Dày,Rậm,3.0
Vàng,Nhỏ,Đen,24,Thấp,Thẳng,Mỏng,Rậm,3.0
Đen,To,Đỏ,16,Thấp,Thẳng,Vừa,Rậm,3.0
Nâu,Nhỏ,Vàng,21,Thấp,Lượn sóng,Mỏng,Rậm,3.0
Nâu,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Thưa,3.0
Nâu,Vừa,Đen,21,Cao,Thẳng,Dày,Rậm,3.0
Nâu,Nhỏ,Đen,11,Thấp,Lượn sóng,Vừa,Rậm,3.0
Nâu,Nhỏ,Đen,19,Thấp,Xoăn,Dày,Rậm,3.0
Nâu,Nhỏ,Nâu,17,Thấp,Thẳng,Dày,Thưa,3.0
Đen,To,Đen,26,Thấp,Lượn sóng,Vừa,Rậm,4.0
Đen,Nhỏ,Nâu,24,Cao,Thẳng,Vừa,Thưa,3.0
Xám,To,Đen,23,Thấp,Lượn sóng,Mỏng,Rậm,3.0
Nâu,To,Đỏ,21,Cao,Thẳng,Vừa,Rậm,3.0
Vàng,Nhỏ,Nâu,7,Cao,Xoăn,Dày,Rậm,3.0
Tím,To,Nâu,24,Thấp,Thẳng,Mỏng,Thưa,3.0
Nâu,To,Đen,16,Thấp,Xoăn,Dày,Rậm,3.0
Đen,Nhỏ,Vàng,22,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,Nhỏ,Đen,25,Cao,Thẳng,Vừa,Rậm,3.0
Nâu,Vừa,Đỏ,30,Thấp,Xoăn,Vừa,Rậm,3.0
Đen,Nhỏ,Đen,22,Cao,Xoăn,Vừa,Thưa,4.0
Đen,Nhỏ,Đen,16,Cao,Thẳng,Dày,Rậm,4.0
Nâu,Nhỏ,Đen,24,Thấp,Thẳng,Dày,Thưa,3.0
Nâu,Nhỏ,Đen,20,Thấp,Lượn sóng,Vừa,Rậm,3.0
Đen,To,Đen,24,Cao,Thẳng,Vừa,Rậm,4.0
Lam,To,Đỏ,13,Cao,Xoăn,Mỏng,Rậm,3.0
Xám,To,Đen,21,Cao,Xoăn,Vừa,Rậm,3.0
Nâu,Nhỏ,Nâu,22,Cao,Thẳng,Vừa,Rậm,3.0
Nâu,Nhỏ,Nâu,32,Thấp,Thẳng,Mỏng,Rậm,3.0
Lam,Vừa,Nâu,22,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,To,Nâu,20,Cao,Thẳng,Mỏng,Thưa,3.0
Đen,To,Nâu,28,Cao,Thẳng,Mỏng,Thưa,3.0
Nâu,To,Đen,21,Cao,Thẳng,Dày,Thưa,3.0
Đen,Vừa,Nâu,27,Thấp,Xoăn,Dày,Rậm,3.0
Đen,Nhỏ,Đỏ,12,Thấp,Thẳng,Dày,Thưa,3.0
Đen,Nhỏ,Đen,26,Thấp,Thẳng,Dày,Thưa,4.0
Đen,Nhỏ,Đen,21,Thấp,Xoăn,Mỏng,Rậm,4.0
Đen,To,Đen,12,Thấp,Lượn sóng,Dày,Thưa,4.0
Nâu,Nhỏ,Nâu,21,Cao,Thẳng,Vừa,Rậm,3.0
Đen,Nhỏ,Nâu,15,Thấp,Lượn sóng,Vừa,Rậm,3.0
Nâu,Nhỏ,Nâu,13,Cao,Thẳng,Dày,Thưa,3.0
Đen,Vừa,Đen,25,Cao,Thẳng,Vừa,Thưa,4.0
Đen,Nhỏ,Nâu,32,Thấp,Xoăn,Dày,Rậm,3.0
Nâu,Vừa,Nâu,16,Thấp,Xoăn,Dày,Thưa,3.0
Nâu,To,Nâu,27,Thấp,Xoăn,Mỏng,Thưa,3.0
Nâu,To,Nâu,18,Cao,Xoăn,Mỏng,Rậm,3.0
Nâu,Vừa,Đen,11,Cao,Xoăn,Mỏng,Thưa,3.0
Đen,Nhỏ,Nâu,15,Cao,Xoăn,Vừa,Rậm,3.0
Nâu,Vừa,Vàng,28,Thấp,Thẳng,Mỏng,Thưa,3.0
Nâu,To,Đen,21,Cao,Xoăn,Vừa,Thưa,3.0
Lam,Nhỏ,Đen,10,Thấp,Thẳng,Vừa,Rậm,3.0
Lam,To,Nâu,11,Thấp,Thẳng,Mỏng,Thưa,3.0
Nâu,Nhỏ,Đen,22,Thấp,Thẳng,Dày,Rậm,3.0
Đen,To,Đen,23,Cao,Xoăn,Vừa,Thưa,4.0
Nâu,To,Vàng,15,Thấp,Lượn sóng,Vừa,Thưa,3.0
Nâu,Vừa,Nâu,22,Thấp,Thẳng,Dày,Thưa,3.0
Lam,To,Đen,15,Cao,Xoăn,Dày,Rậm,3.0
Lam,To,Nâu,22,Cao,Lượn sóng,Vừa,Rậm,3.0
Đen,To,Đen,17,Cao,Lượn sóng,Vừa,Rậm,4.0
Nâu,To,Đen,28,Thấp,Xoăn,Dày,Rậm,3.0
Đen,To,Đen,19,Thấp,Xoăn,Vừa,Rậm,4.0
Đen,To,Nâu,19,Cao,Thẳng,Dày,Rậm,3.0
Lam,Nhỏ,Đen,20,Cao,Thẳng,Vừa,Rậm,3.0
Nâu,To,Nâu,28,Cao,Thẳng,Dày,Thưa,3.0
Đen,Nhỏ,Đỏ,24,Thấp,Lượn sóng,Mỏng,Rậm,3.0
Nâu,Nhỏ,Đỏ,21,Cao,Thẳng,Dày,Rậm,3.0
Nâu,Nhỏ,Đen,19,Thấp,Xoăn,Vừa,Rậm,3.0
Đen,Nhỏ,Đen,13,Thấp,Xoăn,Mỏng,Thưa,4.0
Xám,To,Đen,20,Cao,Xoăn,Mỏng,Thưa,3.0
Nâu,To,Nâu,32,Cao,Thẳng,Vừa,Thưa,3.0
Lam,Nhỏ,Nâu,17,Cao,Xoăn,Dày,Rậm,3.0
Đen,Vừa,Nâu,23,Cao,Thẳng,Vừa,Thưa,3.0
Xám,To,Đen,22,Cao,Xoăn,Dày,Rậm,3.0
Nâu,Nhỏ,Nâu,26,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,To,Nâu,29,Cao,Xoăn,Mỏng,Rậm,3.0
Đen,Nhỏ,Nâu,30,Thấp,Thẳng,Vừa,Rậm,3.0
Lam,Nhỏ,Đen,16,Thấp,Xoăn,Mỏng,Thưa,3.0
Đen,To,Đen,19,Thấp,Lượn sóng,Vừa,Thưa,4.0
Xám,To,Đỏ,21,Cao,Lượn sóng,Vừa,Thưa,3.0
Đen,Nhỏ,Nâu,19,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,Nhỏ,Đen,20,Thấp,Xoăn,Mỏng,Rậm,3.0
Đen,To,Đen,25,Thấp,Xoăn,Dày,Rậm,4.0
Đen,To,Đỏ,20,Thấp,Thẳng,Vừa,Thưa,3.0
Nâu,To,Nâu,13,Cao,Thẳng,Dày,Rậm,3.0
Nâu,To,Đen,18,Cao,Xoăn,Mỏng,Thưa,3.0
Nâu,Nhỏ,Đen,24,Thấp,Thẳng,Mỏng,Thưa,3.0
Lam,Nhỏ,Nâu,24,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,Nhỏ,Nâu,16,Cao,Thẳng,Dày,Rậm,3.0
Đen,Nhỏ,Nâu,20,Thấp,Thẳng,Dày,Rậm,3.0
Nâu,To,Vàng,34,Thấp,Thẳng,Dày,Rậm,3.0
Đen,Vừa,Nâu,34,Cao,Xoăn,Dày,Thưa,3.0
Nâu,Nhỏ,Đen,19,Cao,Xoăn,Mỏng,Rậm,3.0
Nâu,To,Nâu,19,Thấp,Xoăn,Dày,Rậm,3.0
Nâu,To,Vàng,21,Thấp,Thẳng,Vừa,Thưa,3.0
Nâu,Vừa,Nâu,30,Cao,Thẳng,Vừa,Thưa,3.0
Nâu,To,Nâu,20,Thấp,Xoăn,Mỏng,Rậm,3.0
Đen,To,Đen,22,Thấp,Xoăn,Vừa,Thưa,4.0
Nâu,Vừa,Đen,26,Cao,Thẳng,Vừa,Thưa,3.0
Nâu,Nhỏ,Nâu,16,Thấp,Xoăn,Vừa,Thưa,3.0
Lam,Vừa,Đen,29,Cao,Thẳng,Mỏng,Thưa,3.0
Nâu,To,Đen,14,Thấp,Xoăn,Dày,Thưa,3.0
Nâu,To,Lam,18,Thấp,Xoăn,Dày,Rậm,3.0
Nâu,Nhỏ,Nâu,13,Cao,Thẳng,Dày,Thưa,3.0
Nâu,Nhỏ,Đen,27,Cao,Thẳng,Vừa,Thưa,3.0
Đen,Nhỏ,Nâu,17,Cao,Xoăn,Vừa,Rậm,3.0
Đen,Nhỏ,Đen,27,Cao,Xoăn,Mỏng,Thưa,4.0
Nâu,To,Đen,21,Cao,Thẳng,Mỏng,Rậm,3.0
Nâu,To,Vàng,17,Cao,Lượn sóng,Vừa,Thưa,3.0
Nâu,Nhỏ,Đen,22,Thấp,Lượn sóng,Vừa,Rậm,3.0
Xám,To,Nâu,25,Thấp,Thẳng,Mỏng,Thưa,3.0
Lam,Vừa,Nâu,21,Cao,Thẳng,Vừa,Thưa,3.0
Nâu,Nhỏ,Đỏ,16,Thấp,Xoăn,Dày,Thưa,3.0
Nâu,Nhỏ,Nâu,26,Thấp,Thẳng,Vừa,Thưa,3.0
Đen,Nhỏ,Đen,20,Cao,Thẳng,Vừa,Rậm,4.0
Xám,Nhỏ,Đỏ,17,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,Nhỏ,Đen,20,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,To,Đen,27,Thấp,Thẳng,Mỏng,Rậm,3.0
Nâu,Nhỏ,Đen,18,Cao,Xoăn,Vừa,Rậm,3.0
Lam,Nhỏ,Nâu,21,Thấp,Thẳng,Vừa,Rậm,3.0
Nâu,To,Đen,28,Thấp,Lượn sóng,Mỏng,Rậm,3.0
Đen,To,Đen,29,Thấp,Xoăn,Mỏng,Rậm,2.0
Đen,Vừa,Nâu,18,Cao,Lượn sóng,Dày,Rậm,3.0
Nâu,Nhỏ,Đen,24,Cao,Thẳng,Mỏng,Rậm,3.0
Đen,Vừa,Vàng,17,Thấp,Xoăn,Vừa,Rậm,3.0
Đen,To,Đen,25,Cao,Xoăn,Vừa,Thưa,4.0
Nâu,Nhỏ,Nâu,17,Thấp,Xoăn,Dày,Rậm,3.0
Đen,To,Đen,34,Thấp,Xoăn,Dày,Rậm,1.0
Nâu,To,Đen,11,Cao,Thẳng,Mỏng,Thưa,3.0
Lam,To,Nâu,13,Cao,Thẳng,Mỏng,Rậm,3.0
Đen,To,Nâu,25,Thấp,Xoăn,Vừa,Rậm,3.0
Lam,Nhỏ,Nâu,28,Cao,Lượn sóng,Mỏng,Thưa,3.0
Nâu,To,Đỏ,24,Cao,Lượn sóng,Mỏng,Thưa,3.0
Lam,Nhỏ,Đen,26,Cao,Lượn sóng,Dày,Rậm,3.0
Đỏ,Nhỏ,Nâu,19,Thấp,Xoăn,Dày,Rậm,3.0
Đen,Nhỏ,Đen,18,Thấp,Xoăn,Dày,Thưa,4.0
Đen,To,Nâu,17,Thấp,Thẳng,Vừa,Thưa,3.0
Đen,Nhỏ,Nâu,14,Cao,Thẳng,Dày,Rậm,3.0
Đen,To,Vàng,33,Thấp,Thẳng,Mỏng,Rậm,3.0
Nâu,Vừa,Đen,18,Cao,Xoăn,Mỏng,Rậm,3.0
Đen,To,Nâu,9,Thấp,Xoăn,Vừa,Thưa,3.0
Nâu,To,Nâu,19,Cao,Xoăn,Dày,Rậm,3.0
Đen,To,Nâu,29,Cao,Thẳng,Mỏng,Rậm,3.0
Nâu,Vừa,Nâu,15,Thấp,Xoăn,Mỏng,Thưa,3.0
Đen,Nhỏ,Đen,21,Thấp,Xoăn,Vừa,Rậm,4.0
Đen,To,Đen,29,Cao,Xoăn,Dày,Thưa,1.0
Đen,Vừa,Đen,23,Thấp,Xoăn,Vừa,Rậm,4.0
Tím,To,Nâu,28,Cao,Lượn sóng,Vừa,Rậm,3.0
Đen,Nhỏ,Nâu,25,Cao,Xoăn,Mỏng,Rậm,3.0
Đen,Nhỏ,Đen,14,Thấp,Lượn sóng,Vừa,Rậm,4.0
Đen,To,Đen,22,Thấp,Thẳng,Mỏng,Thưa,4.0
Nâu,To,Nâu,11,Cao,Xoăn,Vừa,Thưa,3.0
Đen,Vừa,Đen,23,Thấp,Xoăn,Dày,Thưa,4.0
Đen,To,Đen,25,Cao,Lượn sóng,Vừa,Rậm,4.0
Lục,To,Nâu,30,Thấp,Thẳng,Vừa,Rậm,3.0
Nâu,To,Đen,30,Cao,Thẳng,Mỏng,Thưa,3.0
Nâu,Nhỏ,Nâu,21,Thấp,Thẳng,Mỏng,Rậm,3.0
Nâu,Nhỏ,Đen,22,Thấp,Thẳng,Vừa,Thưa,3.0
Nâu,Nhỏ,Đen,27,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,To,Nâu,20,Cao,Xoăn,Dày,Rậm,3.0
Nâu,Nhỏ,Đen,16,Cao,Thẳng,Mỏng,Rậm,3.0
Nâu,Vừa,Nâu,25,Cao,Xoăn,Dày,Thưa,3.0
Đen,To,Nâu,19,Cao,Xoăn,Vừa,Thưa,3.0
Đen,Vừa,Nâu,27,Cao,Thẳng,Dày,Thưa,3.0
Nâu,Nhỏ,Đen,20,Thấp,Xoăn,Mỏng,Rậm,3.0
Nâu,To,Đỏ,18,Thấp,Lượn sóng,Dày,Rậm,3.0
Đen,To,Nâu,13,Cao,Thẳng,Mỏng,Rậm,3.0
Xám,To,Nâu,19,Cao,Xoăn,Vừa,Rậm,3.0
Đen,To,Nâu,22,Thấp,Thẳng,Vừa,Thưa,3.0
Đen,To,Đen,27,Thấp,Xoăn,Vừa,Rậm,4.0
Đen,To,Nâu,24,Cao,Lượn sóng,Dày,Thưa,3.0
Nâu,To,Nâu,19,Cao,Xoăn,Vừa,Thưa,3.0
Nâu,To,Đen,28,Thấp,Lượn sóng,Mỏng,Thưa,3.0
Lam,Vừa,Nâu,21,Cao,Thẳng,Dày,Thưa,3.0
Nâu,To,Nâu,18,Cao,Xoăn,Dày,Thưa,3.0
Nâu,To,Đen,18,Cao,Xoăn,Vừa,Rậm,3.0
Nâu,To,Nâu,22,Cao,Xoăn,Mỏng,Thưa,3.0
Xám,Nhỏ,Đỏ,27,Cao,Xoăn,Vừa,Rậm,3.0
Lam,Nhỏ,Đen,34,Thấp,Xoăn,Dày,Rậm,3.0
Đen,To,Nâu,16,Cao,Thẳng,Vừa,Rậm,3.0
Đen,To,Đen,27,Cao,Xoăn,Mỏng,Rậm,4.0
Đen,Vừa,Đen,19,Cao,Xoăn,Mỏng,Thưa,4.0
Nâu,To,Nâu,26,Cao,Thẳng,Dày,Thưa,3.0
Đen,To,Đen,21,Thấp,Xoăn,Dày,Thưa,4.0
Đen,Nhỏ,Nâu,27,Cao,Lượn sóng,Vừa,Rậm,3.0
Lam,Nhỏ,Nâu,12,Thấp,Lượn sóng,Mỏng,Rậm,3.0
Nâu,Vừa,Đen,14,Thấp,Xoăn,Vừa,Rậm,3.0
Nâu,Nhỏ,Vàng,29,Cao,Xoăn,Vừa,Thưa,3.0
Đen,To,Đen,20,Thấp,Lượn sóng,Vừa,Thưa,4.0
Đen,Nhỏ,Đen,18,Thấp,Lượn sóng,Mỏng,Thưa,4.0
Nâu,Nhỏ,Đen,23,Cao,Thẳng,Vừa,Rậm,3.0
